"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","lotfrontage_meannorm","lotarea_meannorm","garagearea_meannorm","grlivarea_meannorm","totalbsmtsf_meannorm","saleprice_meannorm","lotfrontage_std","lotarea_std","garagearea_std","grlivarea_std","totalbsmtsf_std","saleprice_std"
476,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",80,8480,624,970,970,132500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.64552607719195564507","-0.20406512561191775283","0.70634444939184601360","-1.0380286607023372","-0.19928969898534142981","-0.60951246666776050563"
477,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Above Average","Average",75,13125,508,1493,1478,208900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.50128547837036775997","0.26130675174719874323","0.16379359221074835842","-0.04274888147831310034","0.95866296690925877032","0.35218935826875868635"
479,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",79,10637,826,1718,1705,297000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.61667795742763806805","0.01203974833073333049","1.6511312868968609","0.38543075585515805442","1.4760945715511372","1.4611675097989595"
481,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average",98,16033,772,1850,1833,326000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","1.1647922329496720","0.55265259014554336553","1.3985645085539361","0.63662947642412779854","1.7678621724064695","1.8262113962277429"
482,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Excellent","Average",72,11846,874,1792,1792,374000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.41474111907741502890","0.13316668045714276940","1.8756350898683496","0.52625428102261078976","1.6744053627574959","2.4304219668684880"
485,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",0,7758,264,999,999,132500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","-0.27640064669981487020","-0.97743407289431912316","-0.98284106300157865790","-0.13318610191655519792","-0.60951246666776050563"
486,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",80,9600,264,1113,1113,147000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.64552607719195564507","-0.09185489899357319404","-0.97743407289431912316","-0.76589671341928660615","0.12666941759522516195","-0.42699052345336877416"
487,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",79,10289,515,1073,1073,156000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.61667795742763806805","-0.02282557208282372885","0.19653373014409045830","-0.84201753783412592255","0.03549204232793380761","-0.31370104145822907877"
488,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",70,12243,487,1484,1484,175000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","0.17294119828525240318","0.06557317841072205878","-0.05987606697165194653","0.97233957319935247347","-0.07453435724626749962"
494,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",70,7931,308,1269,1269,155000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","-0.25906817419537414817","-0.77163892017045449534","-0.46902549820141327219","0.48226118113766144388","-0.32628876167991126715"
497,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",0,12692,546,3228,3200,430000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.21792547663492803434","0.34152576956317690064","3.2589918775153422","4.8838489721661516","3.1353342992826905"
499,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",65,7800,288,899,864,130000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.21280428072719198975","-0.27219276320162694924","-0.86518217140857478071","-1.1731431240386769","-0.44090974344366351882","-0.64098176722196597657"
500,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",70,7535,297,912,912,120000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","-0.29874250432114597432","-0.82308770835142065229","-1.1484038561038542","-0.33149689312291389361","-0.76685896943878786033"
503,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",70,9170,461,1214,1214,140000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","-0.13493561099883048001","-0.05603304819883431221","-0.57369163177181733224","0.35689229014513583167","-0.51510456500514409280"
504,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Very Good",100,15602,484,1801,1501,289000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","1.2224884724783072","0.50947169043794827192","0.05154169072500401597","0.54338146651594963595","1.0110899576879513","1.3604657480255020"
508,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",75,7862,676,1218,1218,208300,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.50128547837036775997","-0.26598112565668287545","0.94955690261095875558","-0.56607954933033340060","0.36601002767186496710","0.34463672613574937333"
510,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",80,9600,270,1041,1041,124500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.64552607719195564507","-0.09185489899357319404","-0.94937109752288303755","-0.90291419736599737567","-0.03744985788589927586","-0.71021422844121801264"
511,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",75,14559,288,1363,1008,164900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.50128547837036775997","0.40497591689961490155","-0.86518217140857478071","-0.29014156082654087864","-0.11267119248141464319","-0.20167033148525760222"
513,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",70,9100,624,864,864,129900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","-0.14194875016247701493","0.70634444939184601360","-1.2397488454016614","-0.44090974344366351882","-0.64224053924413419541"
514,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One story","Above Average","Average",71,9187,484,1080,1084,134000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.38589299931309745188","-0.13323242005908775010","0.05154169072500401597","-0.82869639356152904218","0.06056582052643893006","-0.59063088633523722306"
516,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Excellent","Average",94,12220,900,2020,2006,402861,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","1.0493997538924017","0.17063688113148282742","1.9972413164779060","0.96014298018719489325","2.1622043204375046","2.7937161601864576"
522,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",90,11988,336,1244,1244,150000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.93400727483513141529","0.14739333418911145453","-0.64067836843708609581","-0.51660101346068784494","0.42527532159560434742","-0.38922736278832220903"
526,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",62,7500,453,1266,1257,176000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.12625992143423925869","-0.30224907390296924178","-0.09345034869408242636","-0.47473456003252622092","0.45490796855747403758","-0.06194663702458531124"
527,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",70,13300,252,928,928,132000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","0.27883959965631508055","-1.0335600236371913","-1.1179555263379184","-0.29502594301599735187","-0.61580632677860159981"
530,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Fair",0,32668,484,2515,2035,200624,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","2.2192750185349735","0.05154169072500401597","1.9021381823208314","2.2283079175062909","0.24801338571411689535"
533,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",60,7200,392,827,0,107500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.06856368190560410465","-0.33230538460431153431","-0.37875726497034929676","-1.3101606079853877","-2.4103410492171568","-0.92420547220981521504"
534,"1-STORY 1946 & NEWER ALL STYLES","Regular","Depression","Moderate Slope","Single-family Detached","One story","Very Poor","Fair",50,5000,0,334,0,39300,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-0.21991751573757166557","-0.55271832974748834623","-2.2122049892375069","-2.2483497688982823","-2.4103410492171568","-1.7826879913285405"
538,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",0,12735,576,864,864,111250,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.22223354783545376294","0.48184064642035732870","-1.2397488454016614","-0.44090974344366351882","-0.87700152137850700863"
539,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",0,11553,336,1159,1051,158000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.10381168367216513036","-0.64067836843708609581","-0.67835776534222139229","-0.01465551406907643727","-0.28852560101486470202"
540,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",0,11423,670,1601,1581,272000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.09078728236825013692","0.92149392723952266997","0.16277734444175305394","1.1934447082225340","1.1464745042569048"
541,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average",85,14601,765,1838,1838,315000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.78976667601354353018","0.40918380039780282250","1.3658243706205940","0.61379322909967600362","1.7792593443148810","1.6877464737892389"
543,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",78,10140,583,1680,1650,213250,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.58782983766332049103","-0.03775353973115706748","0.51458078435369942858","0.31311597266106070384","1.3507256805586116","0.40694594123307620579"
549,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","One story","Average","Good",49,8235,720,825,825,125000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-0.24876563550188924259","-0.22861111268468062507","1.1553520553348234","-1.3139666492061297","-0.52980768432927258930","-0.70392036833037691845"
552,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",50,6000,288,928,928,112500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-0.21991751573757166557","-0.45253062740968070445","-0.86518217140857478071","-1.1179555263379184","-0.29502594301599735187","-0.86126687110140427316"
553,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",87,11146,908,1717,1709,255500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.84746291554217868422","0.06303528882067742015","2.0346586169731541","0.38352773524478707151","1.4852123090778663","0.93877712059914866471"
554,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",67,8777,520,1126,0,108000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.27050052025582714380","-0.17430937801758888322","0.21991954295362052965","-0.74115744548446382832","-2.4103410492171568","-0.91791161209897412085"
557,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",69,14850,299,1092,1092,141000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.32819675978446229784","0.43413053827991692530","-0.81373338322760862376","-0.80586014623707724726","0.07880129557989720093","-0.50251684478346190442"
561,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",0,11341,528,1392,1392,121500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.08257189077654991030","0.25733684344886864380","-0.23495396312578237425","0.76263161008458235848","-0.74797738910626457777"
562,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Average","Average",77,10010,418,1389,1389,170000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.55898171789900291401","-0.05077794103507206091","-0.25715103836079292577","-0.24066302495689532298","0.75579330693953550691","-0.13747295835467844150"
568,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",70,10171,532,1535,1517,214000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","-0.03464772095868503058","0.27604549369649270087","0.03717798415726818188","1.0475609077948678","0.41638673139933784707"
572,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",60,7332,288,864,864,120000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.06856368190560410465","-0.31908060789572092560","-0.86518217140857478071","-1.2397488454016614","-0.44090974344366351882","-0.76685896943878786033"
581,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",0,14585,572,1429,1144,181900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.40758079716039790023","0.46313199617273327163","-0.16454220054205600658","0.19733188342737596157","0.01232091228333960018"
582,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",98,12704,1390,2042,2042,253293,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","1.1647922329496720","0.21912772906298172604","4.2890509718118529","1.0020094336153565","2.2442639581780669","0.91099602206989607496"
586,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",88,11443,880,2028,1868,369900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.87631103530649626125","0.09279103641500628976","1.9036980652397857","0.97536714507016275653","1.8476423757653495","2.3788123139595910"
589,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Depression","Severe Slope","Single-family Detached","One story","Average","Very Good",65,25095,452,1473,1437,143000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.21280428072719198975","1.4605535487307562","-0.09812751125598844063","-0.08080929368573275854","0.86520615726028513212","-0.47734140434009752767"
593,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Very Good",60,6600,816,816,816,138000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.06856368190560410465","-0.39241800600699611938","1.6043596612778008","-1.3310938346994685","-0.55032259376441314403","-0.54028000544850846955"
595,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",88,7990,280,924,924,110000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.87631103530649626125","-0.25315709975744349731","-0.90259947190382289486","-1.1255676087794024","-0.30414368054272648731","-0.89273617165560974410"
596,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",69,11302,758,1826,1814,319000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.32819675978446229784","0.07866457038537541227","1.3330842326872519","0.59095698177522420870","1.7245529191545061","1.7380973546759676"
599,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One story","Average","Above Average",80,12984,621,1647,1430,217500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.64552607719195564507","0.24718028571756786574","0.69231296170612797080","0.25031629251881826780","0.84925011658850914511","0.46044375217522550639"
605,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",88,12803,530,1494,1494,221000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.87631103530649626125","0.22904631159442468258","0.26669116857268067234","-0.04084586086794211743","0.99513391701617531205","0.50450077295111316571"
607,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Depression","Moderate Slope","Single-family Detached","One story","Average","Average",82,12464,576,1040,1040,152000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.70322231672059079912","0.19508268050190789202","0.48184064642035732870","-0.90481721797636835858","-0.03972929226758155972","-0.36405192234495783228"
610,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",61,7943,261,1029,1029,118500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.09741180166992168167","-0.25786592176732045647","-0.99146556058003716597","-0.92575044469044917059","-0.06480307046608668216","-0.78574054977131114290"
614,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",70,8402,0,1120,1120,147000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.35704487954877987486","-0.21187976639426674889","-2.2122049892375069","-0.75257556914668972578","0.14262545826700114896","-0.42699052345336877416"
619,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average",90,11694,774,1828,1822,314813,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.93400727483513141529","0.11793814970179600785","1.4079188336777482","0.59476302299596617452","1.7427883942079644","1.6853925701077843"
623,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",71,7064,484,980,980,135000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.38589299931309745188","-0.34593091212225337359","0.05154169072500401597","-1.0189984545986273","-0.17649535516851859123","-0.57804316611355503468"
626,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",87,10000,440,1116,1116,160000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.84746291554217868422","-0.05177981805845013733","-0.15425346199886061186","-0.76018765158817365742","0.13350772074027201353","-0.26335016057150032527"
627,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",0,12342,286,1422,978,139900,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.18285978081669535972","-0.87453649653238680925","-0.17786334481465288695","-0.18105422393188315895","-0.51636333702731231164"
633,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",85,11900,544,1411,1386,82500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.78976667601354353018","0.13857681638338438205","0.33217144443936487210","-0.19879657152873369896","0.74895500379448865533","-1.2388984777518699"
634,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",80,9250,260,1056,1056,139400,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.64552607719195564507","-0.12692059481180586866","-0.99614272314194318024","-0.87436888821043263202","-0.00325834216066501798","-0.52265719713815340583"
645,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Excellent","Average",85,9187,478,1766,1766,370878,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.78976667601354353018","-0.13323242005908775010","0.02347871535356793036","0.47677574515296523410","1.6151400688337565","2.3911231043363962"
646,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",0,10530,576,981,981,143250,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","-1.6623235039534505","0.00131966418058791282","0.48184064642035732870","-1.0170954339882564","-0.17421592078683630737","-0.47419447428467698058"
647,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",60,7200,420,1048,0,98300,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.06856368190560410465","-0.33230538460431153431","-0.24779671323698089723","-0.88959305309340049530","-2.4103410492171568","-1.0400124982492913"
648,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",85,10452,495,1094,1094,155000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.78976667601354353018","-0.00649497660176108324","0.10299047890597017293","-0.80205410501633528144","0.08336016434326176864","-0.32628876167991126715"
655,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Above Average",91,10437,839,2113,2109,350000,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.96285539459944899231","-0.00799779213682819787","1.7119344002016391","1.1371238969516963","2.3969860617507799","2.1283166815481155"
657,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",72,10007,312,1053,1053,145500,"0.05232176462864895623","-0.02172908028788605015","-0.11634706416523368822","-0.10916799145255029885","-0.01987388740667668093","-0.07210275779809881822","0.41474111907741502890","-0.05107850414208548384","-0.75293026992283043826","-0.88007795004154558075","-0.01009664530571186956","-0.44587210378589205673"
