"id","bldgtype","saleprice","mean_saleprice"
397,"Single-family Detached",123000,"185763.807377049180"
398,"Single-family Detached",169500,"185763.807377049180"
399,"Single-family Detached",67000,"185763.807377049180"
400,"Single-family Detached",241000,"185763.807377049180"
402,"Single-family Detached",164990,"185763.807377049180"
403,"Single-family Detached",108000,"185763.807377049180"
404,"Single-family Detached",258000,"185763.807377049180"
405,"Single-family Detached",168000,"185763.807377049180"
406,"Single-family Detached",150000,"185763.807377049180"
407,"Single-family Detached",115000,"185763.807377049180"
408,"Single-family Detached",177000,"185763.807377049180"
409,"Single-family Detached",280000,"185763.807377049180"
410,"Single-family Detached",339750,"185763.807377049180"
411,"Single-family Detached",60000,"185763.807377049180"
413,"Single-family Detached",222000,"185763.807377049180"
414,"Single-family Detached",115000,"185763.807377049180"
415,"Single-family Detached",228000,"185763.807377049180"
416,"Single-family Detached",181134,"185763.807377049180"
417,"Single-family Detached",149500,"185763.807377049180"
418,"Single-family Detached",239000,"185763.807377049180"
419,"Single-family Detached",126000,"185763.807377049180"
420,"Single-family Detached",142000,"185763.807377049180"
422,"Single-family Detached",215000,"185763.807377049180"
423,"Single-family Detached",113000,"185763.807377049180"
424,"Single-family Detached",315000,"185763.807377049180"
425,"Single-family Detached",139000,"185763.807377049180"
426,"Single-family Detached",135000,"185763.807377049180"
427,"Single-family Detached",275000,"185763.807377049180"
428,"Single-family Detached",109008,"185763.807377049180"
429,"Single-family Detached",195400,"185763.807377049180"
430,"Single-family Detached",175000,"185763.807377049180"
432,"Single-family Detached",79900,"185763.807377049180"
434,"Single-family Detached",181000,"185763.807377049180"
436,"Single-family Detached",212000,"185763.807377049180"
437,"Single-family Detached",116000,"185763.807377049180"
438,"Single-family Detached",119000,"185763.807377049180"
439,"Single-family Detached",90350,"185763.807377049180"
440,"Single-family Detached",110000,"185763.807377049180"
441,"Single-family Detached",555000,"185763.807377049180"
443,"Single-family Detached",162900,"185763.807377049180"
445,"Single-family Detached",210000,"185763.807377049180"
446,"Single-family Detached",127500,"185763.807377049180"
447,"Single-family Detached",190000,"185763.807377049180"
448,"Single-family Detached",199900,"185763.807377049180"
449,"Single-family Detached",119500,"185763.807377049180"
450,"Single-family Detached",120000,"185763.807377049180"
451,"Single-family Detached",110000,"185763.807377049180"
452,"Single-family Detached",280000,"185763.807377049180"
453,"Single-family Detached",204000,"185763.807377049180"
454,"Single-family Detached",210000,"185763.807377049180"
456,"Single-family Detached",175500,"185763.807377049180"
457,"Single-family Detached",98000,"185763.807377049180"
458,"Single-family Detached",256000,"185763.807377049180"
459,"Single-family Detached",161000,"185763.807377049180"
460,"Single-family Detached",110000,"185763.807377049180"
461,"Single-family Detached",263435,"185763.807377049180"
462,"Single-family Detached",155000,"185763.807377049180"
463,"Single-family Detached",62383,"185763.807377049180"
464,"Single-family Detached",188700,"185763.807377049180"
465,"Single-family Detached",124000,"185763.807377049180"
467,"Single-family Detached",167000,"185763.807377049180"
469,"Single-family Detached",250000,"185763.807377049180"
470,"Single-family Detached",187000,"185763.807377049180"
472,"Single-family Detached",190000,"185763.807377049180"
474,"Single-family Detached",440000,"185763.807377049180"
476,"Single-family Detached",132500,"185763.807377049180"
477,"Single-family Detached",208900,"185763.807377049180"
478,"Single-family Detached",380000,"185763.807377049180"
479,"Single-family Detached",297000,"185763.807377049180"
480,"Single-family Detached",89471,"185763.807377049180"
481,"Single-family Detached",326000,"185763.807377049180"
482,"Single-family Detached",374000,"185763.807377049180"
483,"Single-family Detached",155000,"185763.807377049180"
485,"Single-family Detached",132500,"185763.807377049180"
486,"Single-family Detached",147000,"185763.807377049180"
487,"Single-family Detached",156000,"185763.807377049180"
488,"Single-family Detached",175000,"185763.807377049180"
492,"Single-family Detached",133000,"185763.807377049180"
493,"Single-family Detached",172785,"185763.807377049180"
494,"Single-family Detached",155000,"185763.807377049180"
495,"Single-family Detached",91300,"185763.807377049180"
496,"Single-family Detached",34900,"185763.807377049180"
497,"Single-family Detached",430000,"185763.807377049180"
498,"Single-family Detached",184000,"185763.807377049180"
499,"Single-family Detached",130000,"185763.807377049180"
500,"Single-family Detached",120000,"185763.807377049180"
502,"Single-family Detached",226700,"185763.807377049180"
503,"Single-family Detached",140000,"185763.807377049180"
504,"Single-family Detached",289000,"185763.807377049180"
507,"Single-family Detached",215000,"185763.807377049180"
508,"Single-family Detached",208300,"185763.807377049180"
509,"Single-family Detached",161000,"185763.807377049180"
510,"Single-family Detached",124500,"185763.807377049180"
511,"Single-family Detached",164900,"185763.807377049180"
513,"Single-family Detached",129900,"185763.807377049180"
514,"Single-family Detached",134000,"185763.807377049180"
515,"Single-family Detached",96500,"185763.807377049180"
516,"Single-family Detached",402861,"185763.807377049180"
517,"Single-family Detached",158000,"185763.807377049180"
518,"Single-family Detached",265000,"185763.807377049180"
519,"Single-family Detached",211000,"185763.807377049180"
520,"Single-family Detached",234000,"185763.807377049180"
522,"Single-family Detached",150000,"185763.807377049180"
523,"Single-family Detached",159000,"185763.807377049180"
524,"Single-family Detached",184750,"185763.807377049180"
525,"Single-family Detached",315750,"185763.807377049180"
526,"Single-family Detached",176000,"185763.807377049180"
527,"Single-family Detached",132000,"185763.807377049180"
528,"Single-family Detached",446261,"185763.807377049180"
529,"Single-family Detached",86000,"185763.807377049180"
530,"Single-family Detached",200624,"185763.807377049180"
531,"Single-family Detached",175000,"185763.807377049180"
532,"Single-family Detached",128000,"185763.807377049180"
533,"Single-family Detached",107500,"185763.807377049180"
534,"Single-family Detached",39300,"185763.807377049180"
535,"Single-family Detached",178000,"185763.807377049180"
537,"Single-family Detached",188000,"185763.807377049180"
538,"Single-family Detached",111250,"185763.807377049180"
539,"Single-family Detached",158000,"185763.807377049180"
540,"Single-family Detached",272000,"185763.807377049180"
541,"Single-family Detached",315000,"185763.807377049180"
542,"Single-family Detached",248000,"185763.807377049180"
543,"Single-family Detached",213250,"185763.807377049180"
545,"Single-family Detached",179665,"185763.807377049180"
546,"Single-family Detached",229000,"185763.807377049180"
547,"Single-family Detached",210000,"185763.807377049180"
548,"Single-family Detached",129500,"185763.807377049180"
549,"Single-family Detached",125000,"185763.807377049180"
550,"Single-family Detached",263000,"185763.807377049180"
552,"Single-family Detached",112500,"185763.807377049180"
553,"Single-family Detached",255500,"185763.807377049180"
554,"Single-family Detached",108000,"185763.807377049180"
555,"Single-family Detached",284000,"185763.807377049180"
556,"Single-family Detached",113000,"185763.807377049180"
557,"Single-family Detached",141000,"185763.807377049180"
558,"Single-family Detached",108000,"185763.807377049180"
559,"Single-family Detached",175000,"185763.807377049180"
561,"Single-family Detached",121500,"185763.807377049180"
562,"Single-family Detached",170000,"185763.807377049180"
563,"Single-family Detached",108000,"185763.807377049180"
564,"Single-family Detached",185000,"185763.807377049180"
565,"Single-family Detached",268000,"185763.807377049180"
566,"Single-family Detached",128000,"185763.807377049180"
567,"Single-family Detached",325000,"185763.807377049180"
568,"Single-family Detached",214000,"185763.807377049180"
569,"Single-family Detached",316600,"185763.807377049180"
572,"Single-family Detached",120000,"185763.807377049180"
573,"Single-family Detached",224500,"185763.807377049180"
574,"Single-family Detached",170000,"185763.807377049180"
575,"Single-family Detached",139000,"185763.807377049180"
576,"Single-family Detached",118500,"185763.807377049180"
577,"Single-family Detached",145000,"185763.807377049180"
578,"Single-family Detached",164500,"185763.807377049180"
580,"Single-family Detached",131500,"185763.807377049180"
581,"Single-family Detached",181900,"185763.807377049180"
582,"Single-family Detached",253293,"185763.807377049180"
584,"Single-family Detached",325000,"185763.807377049180"
585,"Single-family Detached",133000,"185763.807377049180"
586,"Single-family Detached",369900,"185763.807377049180"
587,"Single-family Detached",130000,"185763.807377049180"
588,"Single-family Detached",137000,"185763.807377049180"
589,"Single-family Detached",143000,"185763.807377049180"
590,"Single-family Detached",79500,"185763.807377049180"
591,"Single-family Detached",185900,"185763.807377049180"
592,"Single-family Detached",451950,"185763.807377049180"
593,"Single-family Detached",138000,"185763.807377049180"
595,"Single-family Detached",110000,"185763.807377049180"
939,"Single-family Detached",239799,"185763.807377049180"
596,"Single-family Detached",319000,"185763.807377049180"
597,"Single-family Detached",114504,"185763.807377049180"
599,"Single-family Detached",217500,"185763.807377049180"
601,"Single-family Detached",275000,"185763.807377049180"
602,"Single-family Detached",141000,"185763.807377049180"
603,"Single-family Detached",220000,"185763.807377049180"
605,"Single-family Detached",221000,"185763.807377049180"
606,"Single-family Detached",205000,"185763.807377049180"
607,"Single-family Detached",152000,"185763.807377049180"
608,"Single-family Detached",225000,"185763.807377049180"
609,"Single-family Detached",359100,"185763.807377049180"
610,"Single-family Detached",118500,"185763.807377049180"
611,"Single-family Detached",313000,"185763.807377049180"
612,"Single-family Detached",148000,"185763.807377049180"
613,"Single-family Detached",261500,"185763.807377049180"
614,"Single-family Detached",147000,"185763.807377049180"
616,"Single-family Detached",137500,"185763.807377049180"
617,"Single-family Detached",183200,"185763.807377049180"
618,"Single-family Detached",105500,"185763.807377049180"
619,"Single-family Detached",314813,"185763.807377049180"
620,"Single-family Detached",305000,"185763.807377049180"
621,"Single-family Detached",67000,"185763.807377049180"
622,"Single-family Detached",240000,"185763.807377049180"
623,"Single-family Detached",135000,"185763.807377049180"
625,"Single-family Detached",165150,"185763.807377049180"
626,"Single-family Detached",160000,"185763.807377049180"
627,"Single-family Detached",139900,"185763.807377049180"
628,"Single-family Detached",153000,"185763.807377049180"
629,"Single-family Detached",135000,"185763.807377049180"
630,"Single-family Detached",168500,"185763.807377049180"
631,"Single-family Detached",124000,"185763.807377049180"
633,"Single-family Detached",82500,"185763.807377049180"
634,"Single-family Detached",139400,"185763.807377049180"
637,"Single-family Detached",60000,"185763.807377049180"
940,"Single-family Detached",244400,"185763.807377049180"
639,"Single-family Detached",85000,"185763.807377049180"
642,"Single-family Detached",226000,"185763.807377049180"
643,"Single-family Detached",345000,"185763.807377049180"
644,"Single-family Detached",152000,"185763.807377049180"
645,"Single-family Detached",370878,"185763.807377049180"
646,"Single-family Detached",143250,"185763.807377049180"
647,"Single-family Detached",98300,"185763.807377049180"
648,"Single-family Detached",155000,"185763.807377049180"
649,"Single-family Detached",155000,"185763.807377049180"
651,"Single-family Detached",205950,"185763.807377049180"
652,"Single-family Detached",108000,"185763.807377049180"
653,"Single-family Detached",191000,"185763.807377049180"
654,"Single-family Detached",135000,"185763.807377049180"
655,"Single-family Detached",350000,"185763.807377049180"
657,"Single-family Detached",145500,"185763.807377049180"
658,"Single-family Detached",149000,"185763.807377049180"
659,"Single-family Detached",97500,"185763.807377049180"
660,"Single-family Detached",167000,"185763.807377049180"
661,"Single-family Detached",197900,"185763.807377049180"
662,"Single-family Detached",402000,"185763.807377049180"
663,"Single-family Detached",110000,"185763.807377049180"
664,"Single-family Detached",137500,"185763.807377049180"
665,"Single-family Detached",423000,"185763.807377049180"
666,"Single-family Detached",230500,"185763.807377049180"
667,"Single-family Detached",129000,"185763.807377049180"
668,"Single-family Detached",193500,"185763.807377049180"
669,"Single-family Detached",168000,"185763.807377049180"
670,"Single-family Detached",137500,"185763.807377049180"
671,"Single-family Detached",173500,"185763.807377049180"
672,"Single-family Detached",103600,"185763.807377049180"
673,"Single-family Detached",165000,"185763.807377049180"
674,"Single-family Detached",257500,"185763.807377049180"
675,"Single-family Detached",140000,"185763.807377049180"
677,"Single-family Detached",87000,"185763.807377049180"
678,"Single-family Detached",109500,"185763.807377049180"
679,"Single-family Detached",372500,"185763.807377049180"
680,"Single-family Detached",128500,"185763.807377049180"
682,"Single-family Detached",159434,"185763.807377049180"
683,"Single-family Detached",173000,"185763.807377049180"
684,"Single-family Detached",285000,"185763.807377049180"
685,"Single-family Detached",221000,"185763.807377049180"
687,"Single-family Detached",227875,"185763.807377049180"
689,"Single-family Detached",392000,"185763.807377049180"
692,"Single-family Detached",755000,"185763.807377049180"
693,"Single-family Detached",335000,"185763.807377049180"
694,"Single-family Detached",108480,"185763.807377049180"
695,"Single-family Detached",141500,"185763.807377049180"
696,"Single-family Detached",176000,"185763.807377049180"
697,"Single-family Detached",89000,"185763.807377049180"
698,"Single-family Detached",123500,"185763.807377049180"
699,"Single-family Detached",138500,"185763.807377049180"
701,"Single-family Detached",312500,"185763.807377049180"
702,"Single-family Detached",140000,"185763.807377049180"
703,"Single-family Detached",361919,"185763.807377049180"
705,"Single-family Detached",213000,"185763.807377049180"
707,"Single-family Detached",302000,"185763.807377049180"
709,"Single-family Detached",179540,"185763.807377049180"
710,"Single-family Detached",109900,"185763.807377049180"
711,"Single-family Detached",52000,"185763.807377049180"
712,"Single-family Detached",102776,"185763.807377049180"
715,"Single-family Detached",130500,"185763.807377049180"
716,"Single-family Detached",165000,"185763.807377049180"
717,"Single-family Detached",159500,"185763.807377049180"
718,"Single-family Detached",157000,"185763.807377049180"
719,"Single-family Detached",341000,"185763.807377049180"
720,"Single-family Detached",128500,"185763.807377049180"
721,"Single-family Detached",275000,"185763.807377049180"
723,"Single-family Detached",124500,"185763.807377049180"
724,"Single-family Detached",135000,"185763.807377049180"
725,"Single-family Detached",320000,"185763.807377049180"
726,"Single-family Detached",120500,"185763.807377049180"
727,"Single-family Detached",222000,"185763.807377049180"
728,"Single-family Detached",194500,"185763.807377049180"
730,"Single-family Detached",103000,"185763.807377049180"
732,"Single-family Detached",187500,"185763.807377049180"
733,"Single-family Detached",222500,"185763.807377049180"
734,"Single-family Detached",131400,"185763.807377049180"
735,"Single-family Detached",108000,"185763.807377049180"
736,"Single-family Detached",163000,"185763.807377049180"
738,"Single-family Detached",239900,"185763.807377049180"
740,"Single-family Detached",190000,"185763.807377049180"
741,"Single-family Detached",132000,"185763.807377049180"
742,"Single-family Detached",142000,"185763.807377049180"
743,"Single-family Detached",179000,"185763.807377049180"
744,"Single-family Detached",175000,"185763.807377049180"
746,"Single-family Detached",299800,"185763.807377049180"
747,"Single-family Detached",236000,"185763.807377049180"
748,"Single-family Detached",265979,"185763.807377049180"
749,"Single-family Detached",260400,"185763.807377049180"
750,"Single-family Detached",98000,"185763.807377049180"
751,"Single-family Detached",96500,"185763.807377049180"
752,"Single-family Detached",162000,"185763.807377049180"
753,"Single-family Detached",217000,"185763.807377049180"
754,"Single-family Detached",275500,"185763.807377049180"
755,"Single-family Detached",156000,"185763.807377049180"
757,"Single-family Detached",212000,"185763.807377049180"
758,"Single-family Detached",158900,"185763.807377049180"
760,"Single-family Detached",290000,"185763.807377049180"
761,"Single-family Detached",127500,"185763.807377049180"
762,"Single-family Detached",100000,"185763.807377049180"
763,"Single-family Detached",215200,"185763.807377049180"
764,"Single-family Detached",337000,"185763.807377049180"
809,"Single-family Detached",159950,"185763.807377049180"
766,"Single-family Detached",264132,"185763.807377049180"
767,"Single-family Detached",196500,"185763.807377049180"
768,"Single-family Detached",160000,"185763.807377049180"
769,"Single-family Detached",216837,"185763.807377049180"
770,"Single-family Detached",538000,"185763.807377049180"
771,"Single-family Detached",134900,"185763.807377049180"
772,"Single-family Detached",102000,"185763.807377049180"
773,"Single-family Detached",107000,"185763.807377049180"
774,"Single-family Detached",114500,"185763.807377049180"
775,"Single-family Detached",395000,"185763.807377049180"
777,"Single-family Detached",221500,"185763.807377049180"
778,"Single-family Detached",142500,"185763.807377049180"
781,"Single-family Detached",176000,"185763.807377049180"
782,"Single-family Detached",175900,"185763.807377049180"
783,"Single-family Detached",187100,"185763.807377049180"
784,"Single-family Detached",165500,"185763.807377049180"
785,"Single-family Detached",128000,"185763.807377049180"
786,"Single-family Detached",161500,"185763.807377049180"
787,"Single-family Detached",139000,"185763.807377049180"
788,"Single-family Detached",233000,"185763.807377049180"
789,"Single-family Detached",107900,"185763.807377049180"
790,"Single-family Detached",187500,"185763.807377049180"
792,"Single-family Detached",146800,"185763.807377049180"
793,"Single-family Detached",269790,"185763.807377049180"
794,"Single-family Detached",225000,"185763.807377049180"
795,"Single-family Detached",194500,"185763.807377049180"
796,"Single-family Detached",171000,"185763.807377049180"
797,"Single-family Detached",143500,"185763.807377049180"
798,"Single-family Detached",110000,"185763.807377049180"
799,"Single-family Detached",485000,"185763.807377049180"
800,"Single-family Detached",175000,"185763.807377049180"
801,"Single-family Detached",200000,"185763.807377049180"
802,"Single-family Detached",109900,"185763.807377049180"
803,"Single-family Detached",189000,"185763.807377049180"
804,"Single-family Detached",582933,"185763.807377049180"
805,"Single-family Detached",118000,"185763.807377049180"
806,"Single-family Detached",227680,"185763.807377049180"
807,"Single-family Detached",135500,"185763.807377049180"
808,"Single-family Detached",223500,"185763.807377049180"
810,"Single-family Detached",106000,"185763.807377049180"
811,"Single-family Detached",181000,"185763.807377049180"
813,"Single-family Detached",55993,"185763.807377049180"
814,"Single-family Detached",157900,"185763.807377049180"
815,"Single-family Detached",116000,"185763.807377049180"
816,"Single-family Detached",224900,"185763.807377049180"
817,"Single-family Detached",137000,"185763.807377049180"
818,"Single-family Detached",271000,"185763.807377049180"
819,"Single-family Detached",155000,"185763.807377049180"
821,"Single-family Detached",183000,"185763.807377049180"
823,"Single-family Detached",225000,"185763.807377049180"
824,"Single-family Detached",139500,"185763.807377049180"
825,"Single-family Detached",232600,"185763.807377049180"
826,"Single-family Detached",385000,"185763.807377049180"
827,"Single-family Detached",109500,"185763.807377049180"
828,"Single-family Detached",189000,"185763.807377049180"
829,"Single-family Detached",185000,"185763.807377049180"
831,"Single-family Detached",166000,"185763.807377049180"
833,"Single-family Detached",237000,"185763.807377049180"
834,"Single-family Detached",167000,"185763.807377049180"
835,"Single-family Detached",139950,"185763.807377049180"
836,"Single-family Detached",128000,"185763.807377049180"
837,"Single-family Detached",153500,"185763.807377049180"
839,"Single-family Detached",144000,"185763.807377049180"
840,"Single-family Detached",130500,"185763.807377049180"
841,"Single-family Detached",140000,"185763.807377049180"
842,"Single-family Detached",157500,"185763.807377049180"
843,"Single-family Detached",174900,"185763.807377049180"
845,"Single-family Detached",153900,"185763.807377049180"
846,"Single-family Detached",171000,"185763.807377049180"
847,"Single-family Detached",213000,"185763.807377049180"
848,"Single-family Detached",133500,"185763.807377049180"
849,"Single-family Detached",240000,"185763.807377049180"
850,"Single-family Detached",187000,"185763.807377049180"
853,"Single-family Detached",164000,"185763.807377049180"
854,"Single-family Detached",158000,"185763.807377049180"
855,"Single-family Detached",170000,"185763.807377049180"
856,"Single-family Detached",127000,"185763.807377049180"
857,"Single-family Detached",147000,"185763.807377049180"
858,"Single-family Detached",174000,"185763.807377049180"
859,"Single-family Detached",152000,"185763.807377049180"
860,"Single-family Detached",250000,"185763.807377049180"
861,"Single-family Detached",189950,"185763.807377049180"
863,"Single-family Detached",152000,"185763.807377049180"
864,"Single-family Detached",132500,"185763.807377049180"
865,"Single-family Detached",250580,"185763.807377049180"
866,"Single-family Detached",148500,"185763.807377049180"
867,"Single-family Detached",248900,"185763.807377049180"
868,"Single-family Detached",129000,"185763.807377049180"
869,"Single-family Detached",169000,"185763.807377049180"
870,"Single-family Detached",236000,"185763.807377049180"
871,"Single-family Detached",109500,"185763.807377049180"
872,"Single-family Detached",200500,"185763.807377049180"
873,"Single-family Detached",116000,"185763.807377049180"
874,"Single-family Detached",133000,"185763.807377049180"
875,"Single-family Detached",66500,"185763.807377049180"
876,"Single-family Detached",303477,"185763.807377049180"
877,"Single-family Detached",132250,"185763.807377049180"
878,"Single-family Detached",350000,"185763.807377049180"
879,"Single-family Detached",148000,"185763.807377049180"
880,"Single-family Detached",136500,"185763.807377049180"
881,"Single-family Detached",157000,"185763.807377049180"
882,"Single-family Detached",187500,"185763.807377049180"
883,"Single-family Detached",178000,"185763.807377049180"
884,"Single-family Detached",118500,"185763.807377049180"
885,"Single-family Detached",100000,"185763.807377049180"
888,"Single-family Detached",135500,"185763.807377049180"
889,"Single-family Detached",268000,"185763.807377049180"
890,"Single-family Detached",149500,"185763.807377049180"
891,"Single-family Detached",122900,"185763.807377049180"
892,"Single-family Detached",172500,"185763.807377049180"
893,"Single-family Detached",154500,"185763.807377049180"
894,"Single-family Detached",165000,"185763.807377049180"
896,"Single-family Detached",140000,"185763.807377049180"
897,"Single-family Detached",106500,"185763.807377049180"
899,"Single-family Detached",611657,"185763.807377049180"
900,"Single-family Detached",135000,"185763.807377049180"
901,"Single-family Detached",110000,"185763.807377049180"
902,"Single-family Detached",153000,"185763.807377049180"
903,"Single-family Detached",180000,"185763.807377049180"
904,"Single-family Detached",240000,"185763.807377049180"
905,"Single-family Detached",125500,"185763.807377049180"
906,"Single-family Detached",128000,"185763.807377049180"
907,"Single-family Detached",255000,"185763.807377049180"
908,"Single-family Detached",250000,"185763.807377049180"
909,"Single-family Detached",131000,"185763.807377049180"
910,"Single-family Detached",174000,"185763.807377049180"
912,"Single-family Detached",143500,"185763.807377049180"
913,"Single-family Detached",88000,"185763.807377049180"
917,"Single-family Detached",35311,"185763.807377049180"
918,"Single-family Detached",135000,"185763.807377049180"
919,"Single-family Detached",238000,"185763.807377049180"
920,"Single-family Detached",176500,"185763.807377049180"
921,"Single-family Detached",201000,"185763.807377049180"
923,"Single-family Detached",169990,"185763.807377049180"
925,"Single-family Detached",207500,"185763.807377049180"
926,"Single-family Detached",175000,"185763.807377049180"
927,"Single-family Detached",285000,"185763.807377049180"
928,"Single-family Detached",176000,"185763.807377049180"
929,"Single-family Detached",236500,"185763.807377049180"
930,"Single-family Detached",222000,"185763.807377049180"
931,"Single-family Detached",201000,"185763.807377049180"
932,"Single-family Detached",117500,"185763.807377049180"
933,"Single-family Detached",320000,"185763.807377049180"
934,"Single-family Detached",190000,"185763.807377049180"
935,"Single-family Detached",242000,"185763.807377049180"
936,"Single-family Detached",79900,"185763.807377049180"
937,"Single-family Detached",184900,"185763.807377049180"
942,"Single-family Detached",214000,"185763.807377049180"
945,"Single-family Detached",137500,"185763.807377049180"
946,"Single-family Detached",124900,"185763.807377049180"
947,"Single-family Detached",143000,"185763.807377049180"
948,"Single-family Detached",270000,"185763.807377049180"
949,"Single-family Detached",192500,"185763.807377049180"
950,"Single-family Detached",197500,"185763.807377049180"
951,"Single-family Detached",129000,"185763.807377049180"
952,"Single-family Detached",119900,"185763.807377049180"
953,"Single-family Detached",133900,"185763.807377049180"
954,"Single-family Detached",172000,"185763.807377049180"
958,"Single-family Detached",132000,"185763.807377049180"
959,"Single-family Detached",185000,"185763.807377049180"
961,"Single-family Detached",116500,"185763.807377049180"
962,"Single-family Detached",272000,"185763.807377049180"
964,"Single-family Detached",239000,"185763.807377049180"
965,"Single-family Detached",214900,"185763.807377049180"
966,"Single-family Detached",178900,"185763.807377049180"
967,"Single-family Detached",160000,"185763.807377049180"
968,"Single-family Detached",135000,"185763.807377049180"
969,"Single-family Detached",37900,"185763.807377049180"
971,"Single-family Detached",135000,"185763.807377049180"
974,"Single-family Detached",182000,"185763.807377049180"
975,"Single-family Detached",167500,"185763.807377049180"
977,"Single-family Detached",85500,"185763.807377049180"
979,"Single-family Detached",110000,"185763.807377049180"
980,"Single-family Detached",139000,"185763.807377049180"
981,"Single-family Detached",178400,"185763.807377049180"
982,"Single-family Detached",336000,"185763.807377049180"
983,"Single-family Detached",159895,"185763.807377049180"
984,"Single-family Detached",255900,"185763.807377049180"
987,"Single-family Detached",117000,"185763.807377049180"
988,"Single-family Detached",395192,"185763.807377049180"
989,"Single-family Detached",195000,"185763.807377049180"
990,"Single-family Detached",197000,"185763.807377049180"
991,"Single-family Detached",348000,"185763.807377049180"
992,"Single-family Detached",168000,"185763.807377049180"
993,"Single-family Detached",187000,"185763.807377049180"
994,"Single-family Detached",173900,"185763.807377049180"
995,"Single-family Detached",337500,"185763.807377049180"
996,"Single-family Detached",121600,"185763.807377049180"
997,"Single-family Detached",136500,"185763.807377049180"
998,"Single-family Detached",185000,"185763.807377049180"
999,"Single-family Detached",91000,"185763.807377049180"
1000,"Single-family Detached",206000,"185763.807377049180"
1001,"Single-family Detached",82000,"185763.807377049180"
1002,"Single-family Detached",86000,"185763.807377049180"
1003,"Single-family Detached",232000,"185763.807377049180"
1006,"Single-family Detached",149900,"185763.807377049180"
1007,"Single-family Detached",163500,"185763.807377049180"
1009,"Single-family Detached",240000,"185763.807377049180"
1010,"Single-family Detached",102000,"185763.807377049180"
1011,"Single-family Detached",135000,"185763.807377049180"
1013,"Single-family Detached",165000,"185763.807377049180"
1014,"Single-family Detached",85000,"185763.807377049180"
1015,"Single-family Detached",119200,"185763.807377049180"
1016,"Single-family Detached",227000,"185763.807377049180"
1017,"Single-family Detached",203000,"185763.807377049180"
1019,"Single-family Detached",160000,"185763.807377049180"
1021,"Single-family Detached",176000,"185763.807377049180"
1022,"Single-family Detached",194000,"185763.807377049180"
1023,"Single-family Detached",87000,"185763.807377049180"
1025,"Single-family Detached",287000,"185763.807377049180"
1026,"Single-family Detached",112500,"185763.807377049180"
1027,"Single-family Detached",167500,"185763.807377049180"
1028,"Single-family Detached",293077,"185763.807377049180"
1029,"Single-family Detached",105000,"185763.807377049180"
1032,"Single-family Detached",197000,"185763.807377049180"
1033,"Single-family Detached",310000,"185763.807377049180"
1034,"Single-family Detached",230000,"185763.807377049180"
1035,"Single-family Detached",119750,"185763.807377049180"
1036,"Single-family Detached",84000,"185763.807377049180"
1037,"Single-family Detached",315500,"185763.807377049180"
1038,"Single-family Detached",287000,"185763.807377049180"
1041,"Single-family Detached",155000,"185763.807377049180"
1042,"Single-family Detached",173000,"185763.807377049180"
1044,"Single-family Detached",262280,"185763.807377049180"
1045,"Single-family Detached",278000,"185763.807377049180"
1046,"Single-family Detached",139600,"185763.807377049180"
1047,"Single-family Detached",556581,"185763.807377049180"
1048,"Single-family Detached",145000,"185763.807377049180"
1049,"Single-family Detached",115000,"185763.807377049180"
1050,"Single-family Detached",84900,"185763.807377049180"
1051,"Single-family Detached",176485,"185763.807377049180"
1052,"Single-family Detached",200141,"185763.807377049180"
1053,"Single-family Detached",165000,"185763.807377049180"
1054,"Single-family Detached",144500,"185763.807377049180"
1055,"Single-family Detached",255000,"185763.807377049180"
1056,"Single-family Detached",180000,"185763.807377049180"
1058,"Single-family Detached",248000,"185763.807377049180"
1059,"Single-family Detached",335000,"185763.807377049180"
1060,"Single-family Detached",220000,"185763.807377049180"
1062,"Single-family Detached",81000,"185763.807377049180"
1064,"Single-family Detached",110500,"185763.807377049180"
1065,"Single-family Detached",154000,"185763.807377049180"
1066,"Single-family Detached",328000,"185763.807377049180"
1067,"Single-family Detached",178000,"185763.807377049180"
1068,"Single-family Detached",167900,"185763.807377049180"
1070,"Single-family Detached",135000,"185763.807377049180"
1071,"Single-family Detached",135000,"185763.807377049180"
1072,"Single-family Detached",154000,"185763.807377049180"
1073,"Single-family Detached",91500,"185763.807377049180"
1074,"Single-family Detached",159500,"185763.807377049180"
1075,"Single-family Detached",194000,"185763.807377049180"
1076,"Single-family Detached",219500,"185763.807377049180"
1077,"Single-family Detached",170000,"185763.807377049180"
1078,"Single-family Detached",138800,"185763.807377049180"
1080,"Single-family Detached",126000,"185763.807377049180"
1081,"Single-family Detached",145000,"185763.807377049180"
1082,"Single-family Detached",133000,"185763.807377049180"
1083,"Single-family Detached",192000,"185763.807377049180"
1084,"Single-family Detached",160000,"185763.807377049180"
1085,"Single-family Detached",187500,"185763.807377049180"
1086,"Single-family Detached",147000,"185763.807377049180"
1088,"Single-family Detached",252000,"185763.807377049180"
1093,"Single-family Detached",136500,"185763.807377049180"
1094,"Single-family Detached",146000,"185763.807377049180"
1095,"Single-family Detached",129000,"185763.807377049180"
1096,"Single-family Detached",176432,"185763.807377049180"
1097,"Single-family Detached",127000,"185763.807377049180"
1099,"Single-family Detached",128000,"185763.807377049180"
1100,"Single-family Detached",157000,"185763.807377049180"
1101,"Single-family Detached",60000,"185763.807377049180"
1102,"Single-family Detached",119500,"185763.807377049180"
1103,"Single-family Detached",135000,"185763.807377049180"
